OriginalTweet,clean_text,Sentiment,length
"We are partnering with @iowastatedaily to share business updates with our community.

Are you a restaurant, retail store or other service provider? Have you adjusted hours or expanded services due to the COVID-19 spread? 

Please tell us about it: https://t.co/NcxEIAIgJI",partnering iowastatedaily share business update community restaurant retail store service provider adjusted hour expanded service due covid spread please tell u,2,160
"Um, my favorite online bulk shopping store @BoxedWholesale just posted this. Where am I supposed to get my @DietCoke now? #coronavirus https://t.co/yfBTJBtZo1",um favorite online bulk shopping store boxedwholesale posted supposed get dietcoke,2,82
"Chick-fil-A is temporarily closing the dining room seating in ALL restaurants due to COVID-19 concerns. The company said they hope these changes will limit person-to-person contact.  

https://t.co/K2ZDUo1Bed via WSPA7",chick fil temporarily closing dining room seating restaurant due covid concern company said hope change limit person person contact via wspa,2,140
Southerners have such a way with words. https://t.co/tpeEfSUehm,southerner way word,1,19
"... from 12h00  noon tomorrow, driving ban (confinement) except to make food purchases in the supermarket, to work, or to go to the doctor. (Covid 19 ???) https://t.co/IYWgofxQuh",h noon tomorrow driving ban confinement except make food purchase supermarket work go doctor covid,0,98
As supermarket shelves empty in the COVID 19 panic scans the rise of one of 2020 s top food trends nut and seed butter Only in,supermarket shelf empty covid panic scan rise one top food trend nut seed butter,0,80
"The scary part is, I'm just some random guy. I'm pretty sure there are entities 1000x higher on the food chain that are offering solutions. Why is there still panic and misinformation?

#QuarentineLife #coronavirus",scary part random guy pretty sure entity x higher food chain offering solution still panic misinformation,0,105
"I hear online delivery slots for supermarkets can be booked up for weeks. If anyone knows anyone elderly in West London trying to self isolate &amp; may be in need of someone to pick up shopping please let me know, I would be happy to help as long as IÂm fit &amp; well. #coronavirus",hear online delivery slot supermarket booked week anyone know anyone elderly west london trying self isolate amp may need someone pick shopping please let know would happy help long fit amp well,2,194
Amazon delivery infrastructure strained as COVID-19 outbreak sparks surge in online shopping https://t.co/XYlWU4OsF3,amazon delivery infrastructure strained covid outbreak spark surge online shopping,0,82
"3. Open Q after COVID-19 of what happens to blockbusters (e.g, MCU, Mulan) in terms of audience demand for theatergoing experience vs. preference to consume at home. Closing of theatrical windows solves for consumer fears &amp; allows studios to address those fears.",open q covid happens blockbuster e g mcu mulan term audience demand theatergoing experience v preference consume home closing theatrical window solves consumer fear amp allows studio address fear,0,195
BBC News - #Coronavirus: #Iceland store to open early for older shoppers https://t.co/PwaNlE6BOD #COVID19 #2019nCoV #CoronavirusUpdates #CoronavirusPandemic #PublicHealth #retail #age #NorthernIreland,bbc news store open early older shopper ncov,1,44
Happening now Stock up at the food pantry Pop up open until 6 p m first floor of the MLK student union by Cesar Chavez Beginning at 12 01 a m Alameda County will  shelter in place  until April 7 due to,happening stock food pantry pop open p first floor mlk student union cesar chavez beginning alameda county shelter place april due,1,130
If anyone knows anyone vulnerable in the Wigan area that is struggling to get supplies like toilet roll soap and paracetamol due to people hoarding let me know I work in a supermarket and can deliver a little care package to those in need 19,anyone know anyone vulnerable wigan area struggling get supply like toilet roll soap paracetamol due people hoarding let know work supermarket deliver little care package need,2,175
Morning It s a uncertain time for us all with the amp especially for the Demand for food parcels is likely to increase in the coming weeks so please keep donating to the locations below via online shopping or online via the link,morning uncertain time u amp especially demand food parcel likely increase coming week please keep donating location via online shopping online via link,2,152
"As people around Aus begin working or studying from home, we know data is going to be in high demand. To play our part, we're giving our consumer and small biz customers extra data as well as offering unlimited home phone calls to pensioners https://t.co/HT2HHjKhsT",people around au begin working studying home know data going high demand play part giving consumer small biz customer extra data well offering unlimited home phone call pensioner,2,178
"When IÂm at the grocery store and somebody coughs:
#coronapocalyse #coronavirus #CoronavirusOutbreak #COVID2019 https://t.co/qKfBnVLoXJ",grocery store somebody cough,1,28
"COVID-19 March 16 Update: IÂm going to try to have some of the positives in here, but also present the facts of what is around the corner.

This sums up what I know from the Administration, states, manufacturers of gear, hospitals, and major tech companies. And itÂs only 4:30 1/",covid march update going try positive also present fact around corner sum know administration state manufacturer gear hospital major tech company,2,145
"@darrengrimes_ My elderly in-laws are staying at home &amp; I'm doing their shopping online. The old man married his TV a long time ago, so it's not a problem for him. The old dear just needs the phone &amp; she's happy. Protect your loved ones, #Coronavi",darrengrimes elderly law staying home amp shopping online old man married tv long time ago not problem old dear need phone amp happy protect loved one,2,150
snowden Hey before you step out check this via You can find the availability in stores near you on the map view that shows live availabilty in 24hrs If you find a store pls do add a pic of the same Try amp lets us know if good,snowden hey step check via find availability store near map view show live availabilty hr find store pls add pic try amp let u know good,2,136
"Almost out of parmesan cheese &amp; cat treats. No way on Earth I'm going grocery shopping! Will have to make do. At least we have enough milk, juice, food to last 3 weeks. I'd only consider going in a store if parking lot is almost empty #SocialDistancing #COVID_19 #Coronapocalypse",almost parmesan cheese amp cat treat way earth going grocery shopping make least enough milk juice food last week consider going store parking lot almost empty,0,159
Quiet trip to the Imperial War Museum on Saturday - saw some messages that resonate this week @I_W_M #coronavirus #keepcalmandwashyourhands #StopPanicBuying  @YorkshireTea https://t.co/S5QozbwFAf,quiet trip imperial war museum saturday saw message resonate week w yorkshiretea,0,80
"Disney announces it's closing all #Disney stores in North America, beginning Tuesday. Online #shopping will still be available. #coronavirus #news12 @News12",disney announces closing store north america beginning tuesday online still available news,1,90
Calling ALL Caribbean s it s time we ask for support from our home countries There are essential things we need in these times of panic buying during this Corona Virus Pandemic watch the video    ,calling caribbean time ask support home country essential thing need time panic buying corona virus pandemic watch video,0,120
"Want to get some really fresh fish? How about some great sausage made onsite? Why not finish off your meal with baklava? Sound good? Then shop at your local, independent grocery store. #COVID19 #COVID2019",want get really fresh fish great sausage made onsite not finish meal baklava sound good shop local independent grocery store,2,124
"@Channel9 CH9 telling everyone how to protect against COVID 19. Have you been to tbe supermarket lately? There is no disinfectant, no sterile wipes, no hand sanitiser etc etc....",channel ch telling everyone protect covid tbe supermarket lately disinfectant sterile wipe hand sanitiser etc etc,2,113
How short sighted @woolworths and @Coles are by suspending their online shopping?? It would have been easier to promote click and collect instead of having customers in store that way controlling stock more and traffic in store. Missed opportunity #COVID?19 #coronavirus,short sighted woolworth cole suspending online shopping would easier promote click collect instead customer store way controlling stock traffic store missed opportunity,2,168
#Unorthodox measures by private sector cf #Covid_19 Spanish supermarket chain @Mercadona gives its workers  20% bonus to thank them for extra effort in March to satisfy customer demand https://t.co/ZfBH16foBv,measure private sector cf spanish supermarket chain mercadona give worker bonus thank extra effort march satisfy customer demand,2,128
"@carlfranzen @KrangTNelson Wait until theyÂre shut down as they are:
Not a pharmacy, not a supermarket, will have way more than 50 people gathered in one place. Employers are being urged to tell employees to telecommute, not commit to full staffing/sta",carlfranzen krangtnelson wait shut not pharmacy not supermarket way people gathered one place employer urged tell employee telecommute not commit full staffing sta,0,163
"Online shopping surges  - #Amazon plans to hire an additional 100,000 warehouse workers to keep up with the volume of orders placed by customers amid a global #COVID19 outbreak. https://t.co/dk3mWJkexV #coronavirus",online shopping surge plan hire additional warehouse worker keep volume order placed customer amid global outbreak,1,114
"#COVID19 pandemic results in apparel retail storesÂclosure in USA.

#Coronavirus #Retail #coronapocolypse #covid?19uk #CoronavirusOutbreak #CoronavirusPandemic
https://t.co/Qzg3YHRM9N",pandemic result apparel retail store closure usa uk,1,51
The #Saudi Prosecution is warning Businesses against the unethical increase of products or services prices in response to the growing demand for health and hygiene products amid #coronavirus #COVID_19 fears.,prosecution warning business unethical increase product service price response growing demand health hygiene product amid fear,0,126
"Malaysia #COVID2019 update
- Nationwide lockdown 18-31 March
- no mass gathering allowed of any sort
- no travel in and out the country
- schools and higher institutes are closed
- government service are closed except essential services
- supermarket, groceries are open",malaysia update nationwide lockdown march mass gathering allowed sort travel country school higher institute closed government service closed except essential service supermarket grocery open,0,191
Things that may thrive in this Covid 19 crisis Delivery services Online shopping Online Psych services Zoom Skype Etsy PR Communication Companies Social Security watch for next baby boom what am I missing,thing may thrive covid crisis delivery service online shopping online psych service zoom skype etsy pr communication company social security watch next baby boom missing,0,169
The is about to hit the incomes of taxi drivers very badly Drivers loose most of their income generated by rides to airports during rush hours with  high demand  increased prices night rides to restaurants clubs concerts,hit income taxi driver badly driver loose income generated ride airport rush hour high demand increased price night ride restaurant club concert,0,144
@SassyCsays @NicolaSturgeon @JeaneF1MSP @CathCalderwood1 This ^^^ I live on my own and am scared. Nearest supermarket is 5 miles away by bus. Scared of being bashed into in busy supermarket as have spinal arthritis &amp; degenerative disk disease w/severa,sassycsays nicolasturgeon jeanef msp cathcalderwood live scared nearest supermarket mile away bus scared bashed busy supermarket spinal arthritis amp degenerative disk disease w severa,0,184
I work in retail part time and the amount of people that was in and out of my store this weekend did not decrease one bit. COVID-19 ain't stopping these MOFO's.,work retail part time amount people store weekend not decrease one bit covid stopping mofo,0,90
"I really have had enough of panic buyers!! I was basically told tonight that because I work full time, I have no chance of getting any food!! Are you having a laugh? IÂve been considerate enough to buy the essentials only for my family... #StopPanicBuying #coronavirus",really enough panic buyer basically told tonight work full time chance getting food laugh considerate enough buy essential family,2,129
Stop misusing ur privilege amp grow up Some1 cud not hv a meal cos u decided to bulk buy food at a grocery store Some1 cud catch d virus cos they didn t hv a sanitiser cos u bought all the santisers We all owe something to our community amp now is d time to prove it,stop misusing ur privilege amp grow cud not hv meal co u decided bulk buy food grocery store cud catch virus co hv sanitiser co u bought santisers owe something community amp time prove,2,185
"@FiestaRox Wells Fargo is committed to helping customers experiencing hardships due to COVID-19. If in need of assistance, customers can call 1-800-219-9739 to speak with a trained specialist about options available for their consumer lending, small busin",fiestarox well fargo committed helping customer experiencing hardship due covid need assistance customer call speak trained specialist option available consumer lending small busin,2,180
"@dubproof Wells Fargo is committed to helping customers experiencing hardships from COVID-19. If in need of assistance, customers can call 1-800-219-9739 to speak with a trained specialist about options available for their consumer lending, small business",dubproof well fargo committed helping customer experiencing hardship covid need assistance customer call speak trained specialist option available consumer lending small business,2,178
"@Benny_dubs Wells Fargo is committed to helping customers experiencing hardships from COVID-19. If in need of assistance, customers can call 1-800-219-9739 to speak with a trained specialist about options available for their consumer lending, small busine",benny dub well fargo committed helping customer experiencing hardship covid need assistance customer call speak trained specialist option available consumer lending small busine,2,177
"@alwitchsteinman Wells Fargo is committed to helping customers experiencing hardships from COVID-19. If in need of assistance, customers can call 1-800-219-9739 to speak with a trained specialist about options available for their consumer lending, small b",alwitchsteinman well fargo committed helping customer experiencing hardship covid need assistance customer call speak trained specialist option available consumer lending small b,2,178
"@The_Ddot Wells Fargo is committed to helping customers experiencing hardships from COVID-19. If in need of assistance, customers can call 1-800-219-9739 to speak with a trained specialist about options available for their consumer lending, small business",ddot well fargo committed helping customer experiencing hardship covid need assistance customer call speak trained specialist option available consumer lending small business,2,174
"@ElbaKroop Wells Fargo is committed to helping customers experiencing hardships from COVID-19. If assistance is needed, customers can call 1-800-219-9739 to speak with a trained specialist about options available for their consumer lending, small business",elbakroop well fargo committed helping customer experiencing hardship covid assistance needed customer call speak trained specialist option available consumer lending small business,2,181
"To all my animal lover friends please see you stock up ur #petfood as i just got to know when i was ordering food for my cat, that petfood are also going out of stock due to the on going #COVID2019 issue. Please stock up #food for your furry babies
#RETWEET #animallovers https://t.co/S10q5YYxfv",animal lover friend please see stock ur got know ordering food cat petfood also going stock due going issue please stock furry baby,2,131
"In a time when it would be perfect to use grocery pickup, our locals @GiantFood was forced to shut down grocery pickup for two weeks. WouldnÂt having fewer people in the store be ideal? #confused #COVID2019",time would perfect use grocery pickup local giantfood forced shut grocery pickup two week fewer people store ideal,2,114
"Much needed adversary against black marketing nd overpricing of masks nd sanitisers.

Stop overshooting Prices of current essentials.

Thank you Govt.!!
#COVID2019 https://t.co/YV2N0qZ0p9",much needed adversary black marketing nd overpricing mask nd sanitisers stop overshooting price current essential thank govt,0,124
"Welp, I guess this is going to be the last @lululemon Fitting Room post for the foreseeable future. THANKS #CORONAVIRUS! ?

Luckily for us, online shopping is still a thing.
https://t.co/aClMBGyHZr",welp guess going last lululemon fitting room post foreseeable future thanks luckily u online shopping still thing,2,113
"No mention in the #coronavirus #3Monkeys press conference of actions to stop 'panic buying' re-stocking of essentials, and a black-market in things like hand sanitiser and other forms of PPE. No mention of ensuring food and medicines logistics are supported.",mention monkey press conference action stop panic buying stocking essential black market thing like hand sanitiser form ppe mention ensuring food medicine logistics supported,2,174
"#C4News Supermarkets are already struggling to keep up with online shopping, despite little Matty Hancock claiming that he has been in talks with them.

Thank God the Tories are building 40 new hospitals to cope with the #coronavirus",news supermarket already struggling keep online shopping despite little matty hancock claiming talk thank god tory building new hospital cope,2,141
Popped over at my local supermarket n it s zombie land Not sure why people are panicking are people stacking up for few weeks or year smh Hardly any milk frozen food tins meds pasta all gone in effect Stock n crypto market crashing interest rates to zero,popped local supermarket n zombie land not sure people panicking people stacking week year smh hardly milk frozen food tin med pasta gone effect stock n crypto market crashing interest rate zero,0,194
"Links with info on communicating with children regarding COVID-19.

https://t.co/xIMph2V6YV   

https://t.co/qWDtWZbMWP  

https://t.co/NQYNuguxxA  

Managing stress 
https://t.co/oF3v0AI88r  

How to talk to kids
https://t.co/pyqfV7aSyY",link info communicating child regarding covid managing stress talk kid,0,70
"Amazon is planning to hire 100,000 new warehouse and delivery workers in the U.S. to meet the growing demand for online shopping amid mass business shutdowns due to the coronavirus.
https://t.co/85HXzKh1b9",amazon planning hire new warehouse delivery worker u meet growing demand online shopping amid mass business shutdown due coronavirus,2,132
"In light of the current crisis, Companies which not being affected should support the local community in different ways. e.g. supermarket launches free delivery services, telecommunication companies should  provide free internet and so on. 

#COVID2019",light current crisis company not affected support local community different way e g supermarket launch free delivery service telecommunication company provide free internet,2,172
"Walked in to my local supermarket and out again. No soaps, laundry detergent, or anything of that nature. Very few cleaning products (only a few of the most expensive remain). No bread, cereal, flour, rice, etc. Very little tinned and frozen.
#COVID19au
#coronavirus
#Covid_19",walked local supermarket soap laundry detergent anything nature cleaning product expensive remain bread cereal flour rice etc little tinned frozen au,0,149
"#Coronavirus or not, being an employee at a grocery store is noble and honorable work. Don't put someone down just because their job pays less. Their pay does not equal their value.",not employee grocery store noble honorable work put someone job pay le pay not equal value,2,90
"What are the hallmarks of a successful bricks and mortar retail business? As the #retail industry continues to face its challenges, especially now with #coronavirus, we discuss strategies for navigating a market increasingly dominated by online retailers. https://t.co/irXJ5yNpoG",hallmark successful brick mortar retail business industry continues face challenge especially discus strategy navigating market increasingly dominated online retailer,2,166
"In light of the current Coronovirus (COVID-19) situation, BHTA's consumer advice leaflet ÂGet Wise to Hand HygieneÂ is an excellent guide. The document will show you the importance and step by step of  how to wash your hands.

Download now! Click here &gt;&gt;
https://t.co/ffvE9xDVq8 https://t.co/stk8oALu4m",light current coronovirus covid situation bhta consumer advice leaflet get wise hand hygiene excellent guide document show importance step step wash hand download click gt gt,2,174
"Since its outbreak, COVID-19 has disrupted commerce and trade, as well as giving rise to commercial and consumer disputes. Here is what companies can do to prepare for potential litigations claims.  https://t.co/tGMLesGTMn https://t.co/hXKwD87Ac6",since outbreak covid disrupted commerce trade well giving rise commercial consumer dispute company prepare potential litigation claim,2,133
"#Coronavirus #originalcontent winners and losers (comedy version)
+
Gaming incl board games
Durex
Online learning
Online shopping
Coffee machines
Cook books 
Pets 

-
Starbucks
Burglars 
Uber 

Feel free to add some below but keep it light please!",winner loser comedy version gaming incl board game durex online learning online shopping coffee machine cook book pet starbucks burglar uber feel free add keep light please,2,172
"IÂm not worri s about running out of food, toilet paper, water...but IÂm growing increasingly concerned that I didnÂt stock up enough on cannabis #COVID19 #Coronavirus",not worri running food toilet paper water growing increasingly concerned stock enough cannabis,2,94
"A focused and coordinated response to #COVID19 should now be at the top of the agenda for every CPG CEO, as the industry will be living with its consequences for months or even years. https://t.co/z47E6ANJCh",focused coordinated response top agenda every cpg ceo industry living consequence month even year,2,97
Retailers have warned that hoarding toilet paper cleaning supplies and food staples was fueling shortages and stoking fear,retailer warned hoarding toilet paper cleaning supply food staple fueling shortage stoking fear,0,95
"If you're not on https://t.co/x4qcRn2jzg it's a great resource for this
kind of situation. Your neighbors will tell you what is available or out at the grocery store, etc 
#CoronaVirus  &lt;--------------&gt; #SocialDistancing https://t.co/zNaTe7Z0B7",not great resource kind situation neighbor tell available grocery store etc lt gt,0,81
Amazon said it needs to hire 100 000 people across the U S to keep up with a crush of orders as the spreads and keeps more people at home shopping online Those interested in applying can learn more about the openings here,amazon said need hire people across u keep crush order spread keep people home shopping online interested applying learn opening,2,128
I also wouldn't delay the #XboxSX from COVIDÂ19 because online shopping still exists.,also delay covid online shopping still exists,0,45
"Keeping your pets safe from COVID-19 because they may test weak positive for COVID-19 from a number of things. Wash your hands, Stock up on pet supplies (including at least 2 weeks worth of food), Designate an emergency care giver in the event your unable to.",keeping pet safe covid may test weak positive covid number thing wash hand stock pet supply including least week worth food designate emergency care giver event unable,2,167
"Being a #OR #nurse means no #workingfromhome working long hours, and failed attempts to #stockup Hope I don't fall ill with #coronavirus and have to #Quarantine myself!! https://t.co/IJpj4KJbXL",mean working long hour failed attempt hope fall ill,0,51
"I am at high risk of Covid-19. I work at a hosptial, predominantly in the ED. I am only going to work, and to the supermarket when I need to. But itÂs going to be hard when everyone panic buys and leaves no food.",high risk covid work hosptial predominantly ed going work supermarket need going hard everyone panic buy leaf food,0,114
"To all those people stockpiling, spare a thought for the  elderly man who I just passed in the pasta aisle at SainsburyÂs. It was totally empty. He was very distressed as to why there was none left, having struggled to get to the shop with his walking stick and shopping trolley.",people stockpiling spare thought elderly man passed pasta aisle sainsbury totally empty distressed none left struggled get shop walking stick shopping trolley,0,158
Britain s food retailers published an open letter in national newspapers urging shoppers to stop buying more than they need during the outbreak More here,britain food retailer published open letter national newspaper urging shopper stop buying need outbreak,0,103
"@AirAsiaSupport 
Want to cancel my domestic travel in India in april 20 following Govt advisory for avoiding travel due to Covid 19 situation. I expect consumer friendly cancellation fees waiver at your end. I hope for a positive response at your end al",airasiasupport want cancel domestic travel india april following govt advisory avoiding travel due covid situation expect consumer friendly cancellation fee waiver end hope positive response end al,2,197
"#Nike, #UrbanOutfitters and other# retailers shuttering #stores temporarily because of #coronavirus
https://t.co/ZUpEnuA3Br
#retail #retailnews #retailernews #consumer #consumernews #retail2020 #brickandmortar",retailer shuttering temporarily,1,31
@sainsburys have deliveries #Barnstaple just been occupied by panic buyers or have you pulled the services short term? From a weekly online shopper because I canÂt stand shopping at the best of times ? #coronavirus,sainsburys delivery occupied panic buyer pulled service short term weekly online shopper stand shopping best time,2,113
"Covid_19 supermarket procedure for seniors ?????
#covid_19 #seniors https://t.co/Rub6qt86gP",covid supermarket procedure senior,1,34
"Why do I feel this hysteria is being created to destabilize the country, and destroy the unparalleled and historic economic successes of President @realDonaldTrump?

Worldwide Deaths... Jan-Feb 2020
2,360:       Coronavirus
69,602:     Common Cold/Flu
240,950:   HIV",feel hysteria created destabilize country destroy unparalleled historic economic success president realdonaldtrump worldwide death jan feb coronavirus common cold flu hiv,0,170
"Shopping online for TP or other supplies? Start with Amazon Smile and your purchases can help children in crisis. Just choose Bethel Bible Village as your charity and Amazon will donate a portion of the proceeds to Bethel. https://t.co/zrxbqcKhBU
#coronavirus #shopfromhome https://t.co/yuDLpRuPBI",shopping online tp supply start amazon smile purchase help child crisis choose bethel bible village charity amazon donate portion proceeds bethel,2,145
So COVID 19 mass panic Every grocery store general store and gas station out of toilet paper paper towels Kleenex now food I believe this is a little much I get the schools canceling sports etc even certain meetings going to online for now but no one out Not anyone,covid mass panic every grocery store general store gas station toilet paper paper towel kleenex food believe little much get school canceling sport etc even certain meeting going online one not anyone,0,200
"!!!!!!! French President Emmanuel Macron just announced all gas, electricity, water bills and rents are to be suspended indefinitely.",french president emmanuel macron announced gas electricity water bill rent suspended indefinitely,0,97
Patel: The consumer and the competition regulators will be on high alert for price gouging https://t.co/JQLePyti8K #CoronavirusOutbreak #CoronaVirusSA,patel consumer competition regulator high alert price gouging,2,61
The nation s major specialty retailers are temporarily closing stores and or reducing hours,nation major specialty retailer temporarily closing store reducing hour,1,71
My nephew Will highlights the crazy consumer response to Covid 19 in a rather entertaining way https://t.co/CjgIdVc624,nephew highlight crazy consumer response covid rather entertaining way,2,70
"As COVID-19 hysteria hits a crescendo this week - remember the worst hit will be local bars, restaurants and diners. Get food from them with Uber Eats or Doordash and have them leave it on your porch if youÂre paranoid but donÂt let panic take over.",covid hysteria hit crescendo week remember worst hit local bar restaurant diner get food uber eats doordash leave porch paranoid let panic take,0,143
"Buying food in the time of covid-19.

1. no mass transpo, just walk
2. only one buyer per household
3. stock up for one week

And oh, fuck this government. https://t.co/Jz47vAAsXA",buying food time covid mass transpo walk one buyer per household stock one week oh fuck government,0,98
Crazy how grocery store workers had no idea they signed up for the draft,crazy grocery store worker idea signed draft,0,44
"This makes interesting reading and shows how minimal the impact of COVID-19 is so far.  So why the panic buying of food, toilet rolls &amp; hygiene products.  Are the authorities keeping something from us or is the lack of informationÂhttps://t.co/z8IxHPIKFf https://t.co/ObP5J3vnJH",make interesting reading show minimal impact covid far panic buying food toilet roll amp hygiene product authority keeping something u lack information,0,151
Can we get a tax break or a Medal of Freedom for the grocery store employees this year? #coronavirus,get tax break medal freedom grocery store employee year,2,55
If the pubs have to close due to COVID-19 please continue to support your local  independents. Some bottle shops may still be open &amp; brewery collections may be open. Just outside the area @rivingtonbrewco are doing crowler &amp; growler fills soon. If you must use the supermarket ..,pub close due covid please continue support local independent bottle shop may still open amp brewery collection may open outside area rivingtonbrewco crowler amp growler fill soon must use supermarket,2,200
"Policymakers are fighting the wrong battle 
my take RE: #covid-19 on @SquawkCNBC
 https://t.co/DzsgkQqHB1",policymakers fighting wrong battle take squawkcnbc,0,50
The $1.5 trillion lost to the stock market would have made a bigger difference if given to the people for rent and food to allow them to stay home for 2 weeks.  Cases would come to light in quarantine and this thing would pass quickly.  About $4300 each??  #coronavirus,trillion lost stock market would made bigger difference given people rent food allow stay home week case would come light quarantine thing would pas quickly,0,156
They canÂt figure out why half the US workforce being told to stay home without clear direction on how they will survive is crashing the economy.,figure half u workforce told stay home without clear direction survive crashing economy,0,87
It is unwarranted to blindly chastise people who are buying large quantities of coronavirus food stock or items because we donÂt know how many people are in their household and if they are also shopping for others  #Coronavirus,unwarranted blindly chastise people buying large quantity coronavirus food stock item know many people household also shopping others,0,133
What's the craziest thing you've done in the last week as a COVID-19 precaution? Because I just got back from the supermarket and while washing my hands put soap up my nose and cleaned each nostril with a spinning index finger #coronapocolypse #CoronavirusOutbreak #StayTheFHome,craziest thing done last week covid precaution got back supermarket washing hand put soap nose cleaned nostril spinning index finger,0,132
"UPDATE: Northgate Market representatives have just announced the company will now be opening all 41 Southern California stores an hour early, at 7 a.m., for seniors only. https://t.co/SZKBR6WlXt",update northgate market representative announced company opening southern california store hour early senior,1,108
A supermarket in #LaHabra is trying to help local seniors during the COVID-19 pandemic by opening its doors a half-hour early each day exclusively for shoppers 65 and older. https://t.co/SZKBR6WlXt,supermarket trying help local senior covid pandemic opening door half hour early day exclusively shopper older,2,110
"With that being said, he really needs to come through with a stay on debt collection...

Retweet and encourage him and the legislature to pause debt collection during the coronavirus pandemic!

https://t.co/Vn3l74Z1Qp",said really need come stay debt collection retweet encourage legislature pause debt collection coronavirus pandemic,0,115
"With businesses closing, workers are going to be suffering big because of this pandemic. We NEED a stay on debt collection to prevent people from being thrown out of their homes and being financially ruined. 

RETWEET AND SIGN!!!

#Coronadebtrelief

https://t.co/Vn3l74Z1Qp",business closing worker going suffering big pandemic need stay debt collection prevent people thrown home financially ruined retweet sign,0,137
"Whatever you need that can't be found in a grocery store or pharmacy, get it now. Based on the last few days, I don't expect much to be open beyond grocery stores &amp; pharmacies in much of Canada by tomorrow afternoon. #CoronavirusOutbreak #COVIDCanada #coronavirus #coronapocolypse",whatever need found grocery store pharmacy get based last day expect much open beyond grocery store amp pharmacy much canada tomorrow afternoon,1,143
@ShopRite @Wegmans Please have designated time hours in the AM where the elderly can purchase food for themselves and seperate themselves from the hoarders and potential dangers of those carrying the virus... This should be done now!  #shoprite #wegmans #,shoprite wegmans please designated time hour elderly purchase food seperate hoarder potential danger carrying virus done,0,120
Please Note Starting Monday March 16 will temporarily close to the public to help halt the spread of Covid 19 Online shopping at both retail locations will remain available amp our 24 hr book donation bins Stay well  ,please note starting monday march temporarily close public help halt spread covid online shopping retail location remain available amp hr book donation bin stay well,2,165
"PSA: You have two choices during this lockdown. 

1. Save as much money as possible because you wonÂt be going anywhere or doing anything. 

2. Online shopping!!!!!! Stocks seem to be the best thing to shop for right now. 

Pick your battles

#coronavirus #COVID19",psa two choice lockdown save much money possible going anywhere anything online shopping stock seem best thing shop right pick battle,2,133
#Retail #coronavirus - 13 retailers announce temporarily store closures to fight coronavirus! https://t.co/NAivSDo3Mj,retailer announce temporarily store closure fight coronavirus,0,61
NEWS ALERT ? Please see the press release from @GovMurphy &amp; @ConsumerNJ about price hikes &amp; price gouging due to COVID-19.  IT IS ILLEGAL ? Please report suspected practices  &amp; review https://t.co/jk5RY950h2 for additional information ? https://t.co/mDTk1OSFHm,news alert please see press release govmurphy amp consumernj price hike amp price gouging due covid illegal please report suspected practice amp review additional information,2,174
"Please be advised that during this time, many of our retail stores are changing their hours based on their head office directives.
 
If you plan to shop, please call ahead to see if the store is open.

Thank you. #coronavirus #covid19NB",please advised time many retail store changing hour based head office directive plan shop please call ahead see store open thank nb,2,131
"For all flights booked before 12/03 and with a travel date until 30/04, we offer you time till 01/06 to contact us to rebook your ticket. So there's no need to contact us right now. Simply get back to us when you're ready to fly again.
More info: https://t.co/hIuoOUF0kx https://t.co/1ZVI5llxbY",flight booked travel date offer time till contact u rebook ticket need contact u right simply get back u ready fly info,1,119
"As America shuts down due to the #coronavirus pandemic, we have hard working #Americans on the frontlines keeping our way of life as stable as can be. These Americans deliver our food, stock our shelves, takes care of our sick. We NEED #HazardPayForFrontlineWorkers! https://t.co/Gla4znC5ci",america shuts due pandemic hard working frontlines keeping way life stable american deliver food stock shelf take care sick need,2,128
"Grocery stores &amp; other U.S. businesses remaining open amid the coronavirus pandemic are facing pressure from unions &amp; activists to provide hazard pay for employees whose jobs involve tasks that put them at direct risk of exposure to the infectious disease.
https://t.co/e9IS2pFKKY",grocery store amp u business remaining open amid coronavirus pandemic facing pressure union amp activist provide hazard pay employee whose job involve task put direct risk exposure infectious disease,0,199
"Good evening. As mandated by the government, we will temporarily close JENRA Mall starting tomorrow, until further notice, due to COVID-19 Concern. However, supermarket, drugstores, banks, remittance services, and UG fast food restaurant are still required to operate. 

T.T",good evening mandated government temporarily close jenra mall starting tomorrow notice due covid concern however supermarket drugstore bank remittance service ug fast food restaurant still required operate,2,205
Hackers are exploiting the coronavirus crisis by posing as World Health Organisation officials in order to steal bank details and target government infrastructure https://t.co/0dZAQkFbnE,hacker exploiting coronavirus crisis posing world health organisation official order steal bank detail target government infrastructure,0,135
"Unibail-Rodamco-Westfield, that bought the international Westfield mall empire for $32bn in 2018 said it has been hit by a wave of store closures across Europe as governments scramble to contain the spread of the #coronavirus. #retail #ausbiz https://t.co/JkWHzjZVsM",unibail rodamco westfield bought international westfield mall empire bn said hit wave store closure across europe government scramble contain spread,1,148
After me and my best friend conquer the local grocery store #CoronavirusOutbreak #CoronaVirusUpdates #coronapocolypse #COVID?19 #COVID2019 #Covid_19 https://t.co/UDT4aG5tOZ,best friend conquer local grocery store,2,39
Regina Food Bank anticipating more demand and use but less supply and donations because of COVID-19 https://t.co/S32HMGcYEr,regina food bank anticipating demand use le supply donation covid,0,65
